date,world,name,has_estate
"document.getElementById('datetime-0.113340009123526').innerHTML = ldst_strftime(1517825632, 'YMD');",Cerberus,bOdXGorteuhtswq,No Estate or Plot
"document.getElementById('datetime-0.00160973556149102').innerHTML = ldst_strftime(1517825497, 'YMD');",Omega,fJqsknS,No Estate or Plot
"document.getElementById('datetime-0.514774149145495').innerHTML = ldst_strftime(1517825204, 'YMD');",Shiva,zaVnWNF,No Estate or Plot
"document.getElementById('datetime-0.141111154999777').innerHTML = ldst_strftime(1517786146, 'YMD');",Asura,RaHsCgC,No Estate or Plot
"document.getElementById('datetime-0.936271207137974').innerHTML = ldst_strftime(1517782309, 'YMD');",Ixion,Dolce,No Estate or Plot
"document.getElementById('datetime-0.23761795812073').innerHTML = ldst_strftime(1517782151, 'YMD');",Hades,iQZPoXV,No Estate or Plot
"document.getElementById('datetime-0.967927026857542').innerHTML = ldst_strftime(1517781439, 'YMD');",Anima,eaTUz,No Estate or Plot
"document.getElementById('datetime-0.880387518942982').innerHTML = ldst_strftime(1517781033, 'YMD');",Asura,kBkBgAm,No Estate or Plot
"document.getElementById('datetime-0.873301680246438').innerHTML = ldst_strftime(1517774311, 'YMD');",Belias,DaWBUYT,No Estate or Plot
"document.getElementById('datetime-0.968600993888025').innerHTML = ldst_strftime(1517774117, 'YMD');",Anima,"Phiomia Co.,Ltd",No Estate or Plot
"document.getElementById('datetime-0.797246437451438').innerHTML = ldst_strftime(1517772715, 'YMD');",Hades,CaJsdJU,No Estate or Plot
"document.getElementById('datetime-0.896663566661914').innerHTML = ldst_strftime(1517752894, 'YMD');",Atomos,Nyaran2ND,Estate Built
"document.getElementById('datetime-0.254687107392254').innerHTML = ldst_strftime(1517752457, 'YMD');",Unicorn,Dictatorial Garden,No Estate or Plot
"document.getElementById('datetime-0.79434161564641').innerHTML = ldst_strftime(1517743797, 'YMD');",Carbuncle,Honey Hunt cafe,No Estate or Plot
"document.getElementById('datetime-0.79876174385446').innerHTML = ldst_strftime(1517720895, 'YMD');",Aegis,KillerQueen,No Estate or Plot
"document.getElementById('datetime-0.865565009530556').innerHTML = ldst_strftime(1517717435, 'YMD');",Ramuh,supersiren,No Estate or Plot
"document.getElementById('datetime-0.23015982072604').innerHTML = ldst_strftime(1517715373, 'YMD');",Unicorn,DiphylleiaGrayi,No Estate or Plot
"document.getElementById('datetime-0.16105550314591').innerHTML = ldst_strftime(1517689947, 'YMD');",Carbuncle,Cheese Hamburger,No Estate or Plot
"document.getElementById('datetime-0.128211756848433').innerHTML = ldst_strftime(1517689717, 'YMD');",Typhon,NekoNekoNetwork,No Estate or Plot
"document.getElementById('datetime-0.0487188982573592').innerHTML = ldst_strftime(1517801644, 'YMD');",Brynhildr,World's Last,No Estate or Plot
"document.getElementById('datetime-0.501410965854937').innerHTML = ldst_strftime(1517801500, 'YMD');",Excalibur,Scarlet,No Estate or Plot
"document.getElementById('datetime-0.962411121171474').innerHTML = ldst_strftime(1517801493, 'YMD');",Lamia,Casa dei Corvi,No Estate or Plot
"document.getElementById('datetime-0.990963741711369').innerHTML = ldst_strftime(1517801118, 'YMD');",Malboro,Steel Heart Corps,No Estate or Plot
"document.getElementById('datetime-0.482963997669554').innerHTML = ldst_strftime(1517798876, 'YMD');",Leviathan,Vox Nihili,No Estate or Plot
"document.getElementById('datetime-0.60801326637128').innerHTML = ldst_strftime(1517797154, 'YMD');",Hyperion,jJXfmCz,No Estate or Plot
"document.getElementById('datetime-0.813159532787314').innerHTML = ldst_strftime(1517795729, 'YMD');",Diabolos,Dark fairy Tail,No Estate or Plot
"document.getElementById('datetime-0.424722760837611').innerHTML = ldst_strftime(1517794813, 'YMD');",Leviathan,Zaffre Brutes,No Estate or Plot
"document.getElementById('datetime-0.883325135657795').innerHTML = ldst_strftime(1517794716, 'YMD');",Behemoth,mnldiSw,No Estate or Plot
"document.getElementById('datetime-0.527040610020109').innerHTML = ldst_strftime(1517822678, 'YMD');",Adamantoise,bESzDjI,No Estate or Plot
"document.getElementById('datetime-0.0141058355620736').innerHTML = ldst_strftime(1517822364, 'YMD');",Goblin,XSOKKjZ,No Estate or Plot
"document.getElementById('datetime-0.366686640094137').innerHTML = ldst_strftime(1517822069, 'YMD');",Coeurl,IIAriwk,No Estate or Plot
"document.getElementById('datetime-0.621232287994932').innerHTML = ldst_strftime(1517818291, 'YMD');",Zalera,Little Twin Stars,No Estate or Plot
"document.getElementById('datetime-0.930280662593333').innerHTML = ldst_strftime(1517815520, 'YMD');",Jenova,GODS,No Estate or Plot
"document.getElementById('datetime-0.659087359924012').innerHTML = ldst_strftime(1517820882, 'YMD');",Louisoix,xsVQtbiOI,No Estate or Plot
"document.getElementById('datetime-0.393156638190199').innerHTML = ldst_strftime(1517819163, 'YMD');",Zodiark,RSoBwmp,No Estate or Plot
"document.getElementById('datetime-0.296594211070971').innerHTML = ldst_strftime(1517814874, 'YMD');",Lich,JAV Studios,No Estate or Plot
"document.getElementById('datetime-0.492955716265428').innerHTML = ldst_strftime(1517814261, 'YMD');",Moogle,YOg,No Estate or Plot
"document.getElementById('datetime-0.968672719471979').innerHTML = ldst_strftime(1517813346, 'YMD');",Lich,TSfmjsW,No Estate or Plot
"document.getElementById('datetime-0.505036337080661').innerHTML = ldst_strftime(1517812440, 'YMD');",Omega,MpEggrN,No Estate or Plot
"document.getElementById('datetime-0.0824852840859513').innerHTML = ldst_strftime(1517812119, 'YMD');",Louisoix,Oath of the Night,No Estate or Plot
"document.getElementById('datetime-0.793712439558703').innerHTML = ldst_strftime(1517807972, 'YMD');",Zodiark,ShtIkmz,No Estate or Plot
"document.getElementById('datetime-0.200376331293494').innerHTML = ldst_strftime(1517802261, 'YMD');",Lich,Hot Stuff,Estate Built
"document.getElementById('datetime-0.806419178696139').innerHTML = ldst_strftime(1517794344, 'YMD');",Moogle,Play Of The Game,No Estate or Plot
"document.getElementById('datetime-0.649192475160351').innerHTML = ldst_strftime(1517793562, 'YMD');",Phoenix,TnCZoZR,No Estate or Plot
"document.getElementById('datetime-0.508561631423106').innerHTML = ldst_strftime(1517766314, 'YMD');",Masamune,VCR-YIIE,No Estate or Plot
"document.getElementById('datetime-0.206387381896757').innerHTML = ldst_strftime(1517763748, 'YMD');",Titan,StridersTitan,No Estate or Plot
"document.getElementById('datetime-0.207918135764579').innerHTML = ldst_strftime(1517758372, 'YMD');",Asura,Delta Force,No Estate or Plot
"document.getElementById('datetime-0.905630996529386').innerHTML = ldst_strftime(1517758018, 'YMD');",Anima,Home,No Estate or Plot
"document.getElementById('datetime-0.745418682398352').innerHTML = ldst_strftime(1517755244, 'YMD');",Titan,BomBomPurin,No Estate or Plot
"document.getElementById('datetime-0.611183831842421').innerHTML = ldst_strftime(1517753908, 'YMD');",Masamune,Berial,No Estate or Plot
"document.getElementById('datetime-0.530535619917195').innerHTML = ldst_strftime(1517750057, 'YMD');",Chocobo,Bagdad Cafe,No Estate or Plot
"document.getElementById('datetime-0.758111831031105').innerHTML = ldst_strftime(1517748961, 'YMD');",Anima,Sky rocket,Estate Built
"document.getElementById('datetime-0.790246550047158').innerHTML = ldst_strftime(1517743581, 'YMD');",Anima,El Sonido,No Estate or Plot
"document.getElementById('datetime-0.179816382544583').innerHTML = ldst_strftime(1517724629, 'YMD');",Ixion,Dragon Knight marun,No Estate or Plot
"document.getElementById('datetime-0.963007640986831').innerHTML = ldst_strftime(1517684422, 'YMD');",Atomos,SLEET,No Estate or Plot
"document.getElementById('datetime-0.819772026064197').innerHTML = ldst_strftime(1517684268, 'YMD');",Aegis,FINAL FANTASY XIV22,No Estate or Plot
"document.getElementById('datetime-0.0531350258507999').innerHTML = ldst_strftime(1517674248, 'YMD');",Atomos,Shub-Niggurath,No Estate or Plot
"document.getElementById('datetime-0.455230085968214').innerHTML = ldst_strftime(1517670868, 'YMD');",Atomos,Million Dollar,No Estate or Plot
"document.getElementById('datetime-0.816169116382').innerHTML = ldst_strftime(1517665029, 'YMD');",Ramuh,Papilio Bianor,No Estate or Plot
"document.getElementById('datetime-0.594908449080574').innerHTML = ldst_strftime(1517657150, 'YMD');",Aegis,ORE NO SOUKO,No Estate or Plot
"document.getElementById('datetime-0.978156145554998').innerHTML = ldst_strftime(1517656736, 'YMD');",Ramuh,Cereal Syndicate,No Estate or Plot
"document.getElementById('datetime-0.992332026540542').innerHTML = ldst_strftime(1517653374, 'YMD');",Gungnir,sumikko gurashi,No Estate or Plot
"document.getElementById('datetime-0.082300525028522').innerHTML = ldst_strftime(1517793576, 'YMD');",Leviathan,FjIsACiWMcYlDC,No Estate or Plot
"document.getElementById('datetime-0.912836704615419').innerHTML = ldst_strftime(1517792492, 'YMD');",Excalibur,HtjjaIw,No Estate or Plot
"document.getElementById('datetime-0.788697528773213').innerHTML = ldst_strftime(1517792419, 'YMD');",Diabolos,sGvLxVMTDWdVPJjb,No Estate or Plot
"document.getElementById('datetime-0.591902441208287').innerHTML = ldst_strftime(1517790566, 'YMD');",Exodus,Angels of the Hatred,No Estate or Plot
"document.getElementById('datetime-0.30469669299675').innerHTML = ldst_strftime(1517787154, 'YMD');",Brynhildr,RJUhpLG,No Estate or Plot
"document.getElementById('datetime-0.740688423461922').innerHTML = ldst_strftime(1517787134, 'YMD');",Excalibur,Chaos Knights,No Estate or Plot
"document.getElementById('datetime-0.0265713683901225').innerHTML = ldst_strftime(1517784922, 'YMD');",Excalibur,gkcnFIx,No Estate or Plot
"document.getElementById('datetime-0.133984191716035').innerHTML = ldst_strftime(1517815403, 'YMD');",Siren,Zyd Xyd,No Estate or Plot
"document.getElementById('datetime-0.516728064713341').innerHTML = ldst_strftime(1517812494, 'YMD');",Jenova,CXKPDYr,No Estate or Plot
"document.getElementById('datetime-0.964251067847176').innerHTML = ldst_strftime(1517812297, 'YMD');",Goblin,Espers over Magicite,No Estate or Plot
"document.getElementById('datetime-0.631187015269504').innerHTML = ldst_strftime(1517811755, 'YMD');",Goblin,Diamond in the rough,No Estate or Plot
"document.getElementById('datetime-0.678545235935555').innerHTML = ldst_strftime(1517811098, 'YMD');",Midgardsormr,sKmCNFb,No Estate or Plot
"document.getElementById('datetime-0.453121704938575').innerHTML = ldst_strftime(1517810565, 'YMD');",Mateus,Naadam's Chosen,No Estate or Plot
"document.getElementById('datetime-0.733380654688265').innerHTML = ldst_strftime(1517809962, 'YMD');",Siren,Moving,No Estate or Plot
"document.getElementById('datetime-0.900150552955633').innerHTML = ldst_strftime(1517783998, 'YMD');",Brynhildr,oWMkxPI,No Estate or Plot
"document.getElementById('datetime-0.610713705950694').innerHTML = ldst_strftime(1517783695, 'YMD');",Ultros,Sildari Battalion,No Estate or Plot
"document.getElementById('datetime-0.341739431309893').innerHTML = ldst_strftime(1517783504, 'YMD');",Lamia,RAdTRuo,No Estate or Plot
"document.getElementById('datetime-0.129177205873589').innerHTML = ldst_strftime(1517782626, 'YMD');",Behemoth,byVSfos,No Estate or Plot
"document.getElementById('datetime-0.369067585762576').innerHTML = ldst_strftime(1517782571, 'YMD');",Exodus,UwBoyhh,No Estate or Plot
"document.getElementById('datetime-0.882500665449108').innerHTML = ldst_strftime(1517781107, 'YMD');",Leviathan,IWMnixC,No Estate or Plot
"document.getElementById('datetime-0.551153899024769').innerHTML = ldst_strftime(1517808318, 'YMD');",Jenova,DarkAge,No Estate or Plot
"document.getElementById('datetime-0.389461116090029').innerHTML = ldst_strftime(1517807926, 'YMD');",Goblin,Spriggan Oath,No Estate or Plot
"document.getElementById('datetime-0.617663461324845').innerHTML = ldst_strftime(1517807313, 'YMD');",Siren,Grimm's Fairy Tales,No Estate or Plot
"document.getElementById('datetime-0.347619424653477').innerHTML = ldst_strftime(1517804523, 'YMD');",Sargatanas,Eorzean Music,No Estate or Plot
"document.getElementById('datetime-0.320236700668673').innerHTML = ldst_strftime(1517804297, 'YMD');",Mateus,The Secret Club,No Estate or Plot
"document.getElementById('datetime-0.0576749236127476').innerHTML = ldst_strftime(1517802563, 'YMD');",Goblin,The True Nightwings,No Estate or Plot
"document.getElementById('datetime-0.315745741367827').innerHTML = ldst_strftime(1517802474, 'YMD');",Midgardsormr,Malice,No Estate or Plot
"document.getElementById('datetime-0.791697343851528').innerHTML = ldst_strftime(1517800340, 'YMD');",Cactuar,Dirge of Cerberus,No Estate or Plot
"document.getElementById('datetime-0.560383952324713').innerHTML = ldst_strftime(1517799617, 'YMD');",Mateus,Glamour Pirates,No Estate or Plot
"document.getElementById('datetime-0.496351208838188').innerHTML = ldst_strftime(1517798801, 'YMD');",Zalera,HoneyOTU,No Estate or Plot
"document.getElementById('datetime-0.941718800183089').innerHTML = ldst_strftime(1517797853, 'YMD');",Adamantoise,Tokyo Sky Pirates,No Estate or Plot
"document.getElementById('datetime-0.449121217238105').innerHTML = ldst_strftime(1517790592, 'YMD');",Siren,sjCDaGt,No Estate or Plot
"document.getElementById('datetime-0.744894616573774').innerHTML = ldst_strftime(1517789379, 'YMD');",Zalera,Lfpgmfh,No Estate or Plot
"document.getElementById('datetime-0.19826110396431').innerHTML = ldst_strftime(1517789159, 'YMD');",Mateus,jeXyafK,No Estate or Plot
"document.getElementById('datetime-0.938415022760374').innerHTML = ldst_strftime(1517788409, 'YMD');",Cactuar,Heros Of Twilight,No Estate or Plot
"document.getElementById('datetime-0.736073200772253').innerHTML = ldst_strftime(1517791634, 'YMD');",Shiva,XqXwnWa,No Estate or Plot
"document.getElementById('datetime-0.351015757010483').innerHTML = ldst_strftime(1517790186, 'YMD');",Lich,lKsSrmP,No Estate or Plot
"document.getElementById('datetime-0.372349082862222').innerHTML = ldst_strftime(1517789307, 'YMD');",Cerberus,dUIjDCb,No Estate or Plot
"document.getElementById('datetime-0.95399383080343').innerHTML = ldst_strftime(1517788490, 'YMD');",Omega,ELHAJhZ,No Estate or Plot
"document.getElementById('datetime-0.11924596600025').innerHTML = ldst_strftime(1517786534, 'YMD');",Moogle,cIraVqp,No Estate or Plot
"document.getElementById('datetime-0.186148431011656').innerHTML = ldst_strftime(1517786301, 'YMD');",Phoenix,IOEfYId,No Estate or Plot
"document.getElementById('datetime-0.259206664822734').innerHTML = ldst_strftime(1517786170, 'YMD');",Zodiark,DOJjOpo,No Estate or Plot
"document.getElementById('datetime-0.15127342713642').innerHTML = ldst_strftime(1517785997, 'YMD');",Odin,sEHmLAbhMmfyfOifYq,No Estate or Plot
"document.getElementById('datetime-0.440136407434849').innerHTML = ldst_strftime(1517785736, 'YMD');",Shiva,WmqSnql,No Estate or Plot
"document.getElementById('datetime-0.843288905941133').innerHTML = ldst_strftime(1517785735, 'YMD');",Louisoix,QYnigPR,No Estate or Plot
"document.getElementById('datetime-0.524679444685908').innerHTML = ldst_strftime(1517720747, 'YMD');",Belias,beginner,No Estate or Plot
"document.getElementById('datetime-0.362671902270176').innerHTML = ldst_strftime(1517647472, 'YMD');",Ramuh,Log Horizon,No Estate or Plot
"document.getElementById('datetime-0.577720009102244').innerHTML = ldst_strftime(1517785702, 'YMD');",Ragnarok,kCGNiuE,No Estate or Plot
"document.getElementById('datetime-0.44143873076823').innerHTML = ldst_strftime(1517784494, 'YMD');",Louisoix,tiYvSMH,No Estate or Plot
"document.getElementById('datetime-0.563343569223377').innerHTML = ldst_strftime(1517784242, 'YMD');",Ragnarok,PhfSUWubaAIR,No Estate or Plot
"document.getElementById('datetime-0.227301257730897').innerHTML = ldst_strftime(1517782918, 'YMD');",Phoenix,- Diamond Dust -,No Estate or Plot
"document.getElementById('datetime-0.8978168049454').innerHTML = ldst_strftime(1517782754, 'YMD');",Shiva,Weltenbummler,No Estate or Plot
"document.getElementById('datetime-0.766187342131094').innerHTML = ldst_strftime(1517781361, 'YMD');",Odin,lpV,No Estate or Plot
"document.getElementById('datetime-0.25713188357436').innerHTML = ldst_strftime(1517780583, 'YMD');",Cerberus,UDqQGGj,No Estate or Plot
"document.getElementById('datetime-0.324709766705322').innerHTML = ldst_strftime(1517780317, 'YMD');",Odin,The Whitehills,No Estate or Plot
"document.getElementById('datetime-0.980097457240877').innerHTML = ldst_strftime(1517710182, 'YMD');",Pandaemonium,"yan,yan",No Estate or Plot
"document.getElementById('datetime-0.624727834481632').innerHTML = ldst_strftime(1517705199, 'YMD');",Titan,Surprise,No Estate or Plot
"document.getElementById('datetime-0.729837226960097').innerHTML = ldst_strftime(1517699532, 'YMD');",Chocobo,ZABI,No Estate or Plot
